0.0005 	WARNING 	Monitor specification not found. Creating a temporary one...
30.2180 	EXP 	experience sampling probe
30.2345 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.2345 	EXP 	experience sampling probe
30.2513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.2513 	EXP 	experience sampling probe
30.2678 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.2678 	EXP 	experience sampling probe
30.2845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.2845 	EXP 	experience sampling probe
30.3008 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.3008 	EXP 	experience sampling probe
30.3179 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.3179 	EXP 	experience sampling probe
30.3344 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.3344 	EXP 	experience sampling probe
30.3514 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.3514 	EXP 	experience sampling probe
30.3679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.3679 	EXP 	experience sampling probe
30.3846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.3846 	EXP 	experience sampling probe
30.3995 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.3995 	EXP 	experience sampling probe
30.4182 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.4182 	EXP 	experience sampling probe
30.4340 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.4340 	EXP 	experience sampling probe
30.4507 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.4507 	EXP 	experience sampling probe
30.4676 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.4676 	EXP 	experience sampling probe
30.4847 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.4847 	EXP 	experience sampling probe
30.5012 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.5012 	EXP 	experience sampling probe
30.5174 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.5174 	EXP 	experience sampling probe
30.5346 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.5346 	EXP 	experience sampling probe
30.5512 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.5512 	EXP 	experience sampling probe
30.5679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.5679 	EXP 	experience sampling probe
30.5843 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.5843 	EXP 	experience sampling probe
30.6013 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.6013 	EXP 	experience sampling probe
30.6181 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.6181 	EXP 	experience sampling probe
30.6346 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.6346 	EXP 	experience sampling probe
30.6513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.6513 	EXP 	experience sampling probe
30.6679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.6679 	EXP 	experience sampling probe
30.6845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.6845 	EXP 	experience sampling probe
30.7013 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.7013 	EXP 	experience sampling probe
30.7175 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.7175 	EXP 	experience sampling probe
30.7346 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.7346 	EXP 	experience sampling probe
30.7514 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.7514 	EXP 	experience sampling probe
30.7679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.7679 	EXP 	experience sampling probe
30.7846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.7846 	EXP 	experience sampling probe
30.8013 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.8013 	EXP 	experience sampling probe
30.8178 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.8178 	EXP 	experience sampling probe
30.8343 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.8343 	EXP 	experience sampling probe
30.8511 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.8511 	EXP 	experience sampling probe
30.8681 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.8681 	EXP 	experience sampling probe
30.8846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.8846 	EXP 	experience sampling probe
30.9011 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.9011 	EXP 	experience sampling probe
30.9177 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.9177 	EXP 	experience sampling probe
30.9342 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.9342 	EXP 	experience sampling probe
30.9514 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.9514 	EXP 	experience sampling probe
30.9679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.9679 	EXP 	experience sampling probe
30.9844 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
30.9844 	EXP 	experience sampling probe
31.0015 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.0015 	EXP 	experience sampling probe
31.0181 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.0181 	EXP 	experience sampling probe
31.0346 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.0346 	EXP 	experience sampling probe
31.0515 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.0515 	EXP 	experience sampling probe
31.0601 	DATA 	Keypress: 4
31.0681 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.0681 	EXP 	experience sampling probe
31.0846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.0846 	EXP 	experience sampling probe
31.1009 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.1009 	EXP 	experience sampling probe
31.1177 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.1177 	EXP 	experience sampling probe
31.1348 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.1348 	EXP 	experience sampling probe
31.1513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.1513 	EXP 	experience sampling probe
31.1678 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.1678 	EXP 	experience sampling probe
31.1847 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.1847 	EXP 	experience sampling probe
31.2012 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.2012 	EXP 	experience sampling probe
31.2180 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.2180 	EXP 	experience sampling probe
31.2342 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.2342 	EXP 	experience sampling probe
31.2513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.2513 	EXP 	experience sampling probe
31.2679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.2679 	EXP 	experience sampling probe
31.2846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.2846 	EXP 	experience sampling probe
31.3009 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.3009 	EXP 	experience sampling probe
31.3179 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.3179 	EXP 	experience sampling probe
31.3341 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.3341 	EXP 	experience sampling probe
31.3513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.3513 	EXP 	experience sampling probe
31.3678 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.3678 	EXP 	experience sampling probe
31.3847 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.3847 	EXP 	experience sampling probe
31.4008 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.4008 	EXP 	experience sampling probe
31.4180 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.4180 	EXP 	experience sampling probe
31.4345 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.4345 	EXP 	experience sampling probe
31.4513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.4513 	EXP 	experience sampling probe
31.4677 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.4677 	EXP 	experience sampling probe
31.4842 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.4842 	EXP 	experience sampling probe
31.5010 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.5010 	EXP 	experience sampling probe
31.5178 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.5178 	EXP 	experience sampling probe
31.5348 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.5348 	EXP 	experience sampling probe
31.5512 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.5512 	EXP 	experience sampling probe
31.5680 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.5680 	EXP 	experience sampling probe
31.5845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.5845 	EXP 	experience sampling probe
31.6014 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.6014 	EXP 	experience sampling probe
31.6177 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.6177 	EXP 	experience sampling probe
31.6340 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.6340 	EXP 	experience sampling probe
31.6512 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.6512 	EXP 	experience sampling probe
31.6680 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.6680 	EXP 	experience sampling probe
31.6844 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.6844 	EXP 	experience sampling probe
31.7012 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.7012 	EXP 	experience sampling probe
31.7173 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.7173 	EXP 	experience sampling probe
31.7245 	DATA 	Keypress: 4
31.7344 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.7344 	EXP 	experience sampling probe
31.7510 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.7510 	EXP 	experience sampling probe
31.7679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.7679 	EXP 	experience sampling probe
31.7847 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.7847 	EXP 	experience sampling probe
31.8014 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.8014 	EXP 	experience sampling probe
31.8178 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.8178 	EXP 	experience sampling probe
31.8346 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.8346 	EXP 	experience sampling probe
31.8508 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.8508 	EXP 	experience sampling probe
31.8677 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.8677 	EXP 	experience sampling probe
31.8842 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.8842 	EXP 	experience sampling probe
31.9010 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.9010 	EXP 	experience sampling probe
31.9180 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.9180 	EXP 	experience sampling probe
31.9339 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.9339 	EXP 	experience sampling probe
31.9504 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.9504 	EXP 	experience sampling probe
31.9668 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.9668 	EXP 	experience sampling probe
31.9823 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
31.9823 	EXP 	experience sampling probe
32.0005 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.0005 	EXP 	experience sampling probe
32.0163 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.0163 	EXP 	experience sampling probe
32.0332 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.0332 	EXP 	experience sampling probe
32.0499 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.0499 	EXP 	experience sampling probe
32.0665 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.0665 	EXP 	experience sampling probe
32.0831 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.0831 	EXP 	experience sampling probe
32.0999 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.0999 	EXP 	experience sampling probe
32.1167 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.1167 	EXP 	experience sampling probe
32.1338 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.1338 	EXP 	experience sampling probe
32.1501 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.1501 	EXP 	experience sampling probe
32.1664 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.1664 	EXP 	experience sampling probe
32.1830 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.1830 	EXP 	experience sampling probe
32.1997 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.1997 	EXP 	experience sampling probe
32.2153 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.2153 	EXP 	experience sampling probe
32.2331 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.2331 	EXP 	experience sampling probe
32.2498 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.2498 	EXP 	experience sampling probe
32.2665 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.2665 	EXP 	experience sampling probe
32.2830 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.2830 	EXP 	experience sampling probe
32.2998 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.2998 	EXP 	experience sampling probe
32.3175 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.3175 	EXP 	experience sampling probe
32.3339 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.3339 	EXP 	experience sampling probe
32.3505 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.3505 	EXP 	experience sampling probe
32.3658 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.3658 	EXP 	experience sampling probe
32.3838 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.3838 	EXP 	experience sampling probe
32.4008 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.4008 	EXP 	experience sampling probe
32.4170 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.4170 	EXP 	experience sampling probe
32.4326 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.4326 	EXP 	experience sampling probe
32.4505 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.4505 	EXP 	experience sampling probe
32.4665 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.4665 	EXP 	experience sampling probe
32.4830 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.4830 	EXP 	experience sampling probe
32.4998 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.4998 	EXP 	experience sampling probe
32.5166 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.5166 	EXP 	experience sampling probe
32.5333 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.5333 	EXP 	experience sampling probe
32.5504 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.5504 	EXP 	experience sampling probe
32.5680 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.5680 	EXP 	experience sampling probe
32.5846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.5846 	EXP 	experience sampling probe
32.6011 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.6011 	EXP 	experience sampling probe
32.6178 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.6178 	EXP 	experience sampling probe
32.6344 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.6344 	EXP 	experience sampling probe
32.6512 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.6512 	EXP 	experience sampling probe
32.6673 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.6673 	EXP 	experience sampling probe
32.6847 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.6847 	EXP 	experience sampling probe
32.7004 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.7004 	EXP 	experience sampling probe
32.7176 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.7176 	EXP 	experience sampling probe
32.7346 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.7346 	EXP 	experience sampling probe
32.7511 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.7511 	EXP 	experience sampling probe
32.7679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.7679 	EXP 	experience sampling probe
32.7843 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.7843 	EXP 	experience sampling probe
32.8010 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.8010 	EXP 	experience sampling probe
32.8180 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.8180 	EXP 	experience sampling probe
32.8346 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.8346 	EXP 	experience sampling probe
32.8512 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.8512 	EXP 	experience sampling probe
32.8678 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.8678 	EXP 	experience sampling probe
32.8844 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.8844 	EXP 	experience sampling probe
32.9013 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.9013 	EXP 	experience sampling probe
32.9177 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.9177 	EXP 	experience sampling probe
32.9344 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.9344 	EXP 	experience sampling probe
32.9513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.9513 	EXP 	experience sampling probe
32.9678 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.9678 	EXP 	experience sampling probe
32.9845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
32.9845 	EXP 	experience sampling probe
33.0011 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.0011 	EXP 	experience sampling probe
33.0178 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.0178 	EXP 	experience sampling probe
33.0344 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.0344 	EXP 	experience sampling probe
33.0510 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.0510 	EXP 	experience sampling probe
33.0678 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.0678 	EXP 	experience sampling probe
33.0845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.0845 	EXP 	experience sampling probe
33.1009 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.1009 	EXP 	experience sampling probe
33.1179 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.1179 	EXP 	experience sampling probe
33.1345 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.1345 	EXP 	experience sampling probe
33.1511 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.1511 	EXP 	experience sampling probe
33.1678 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.1678 	EXP 	experience sampling probe
33.1845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.1845 	EXP 	experience sampling probe
33.2014 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.2014 	EXP 	experience sampling probe
33.2172 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.2172 	EXP 	experience sampling probe
33.2339 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.2339 	EXP 	experience sampling probe
33.2514 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.2514 	EXP 	experience sampling probe
33.2678 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.2678 	EXP 	experience sampling probe
33.2841 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.2841 	EXP 	experience sampling probe
33.3011 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.3011 	EXP 	experience sampling probe
33.3176 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.3176 	EXP 	experience sampling probe
33.3341 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.3341 	EXP 	experience sampling probe
33.3517 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.3517 	EXP 	experience sampling probe
33.3680 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.3680 	EXP 	experience sampling probe
33.3844 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.3844 	EXP 	experience sampling probe
33.4012 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.4012 	EXP 	experience sampling probe
33.4179 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.4179 	EXP 	experience sampling probe
33.4344 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.4344 	EXP 	experience sampling probe
33.4513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.4513 	EXP 	experience sampling probe
33.4681 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.4681 	EXP 	experience sampling probe
33.4846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.4846 	EXP 	experience sampling probe
33.5013 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.5013 	EXP 	experience sampling probe
33.5178 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.5178 	EXP 	experience sampling probe
33.5342 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.5342 	EXP 	experience sampling probe
33.5511 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.5511 	EXP 	experience sampling probe
33.5677 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.5677 	EXP 	experience sampling probe
33.5847 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.5847 	EXP 	experience sampling probe
33.6014 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.6014 	EXP 	experience sampling probe
33.6178 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.6178 	EXP 	experience sampling probe
33.6345 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.6345 	EXP 	experience sampling probe
33.6512 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.6512 	EXP 	experience sampling probe
33.6677 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.6677 	EXP 	experience sampling probe
33.6841 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.6841 	EXP 	experience sampling probe
33.7010 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.7010 	EXP 	experience sampling probe
33.7180 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.7180 	EXP 	experience sampling probe
33.7346 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.7346 	EXP 	experience sampling probe
33.7512 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.7512 	EXP 	experience sampling probe
33.7680 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.7680 	EXP 	experience sampling probe
33.7845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.7845 	EXP 	experience sampling probe
33.7997 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.7997 	EXP 	experience sampling probe
33.8171 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.8171 	EXP 	experience sampling probe
33.8342 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.8342 	EXP 	experience sampling probe
33.8511 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.8511 	EXP 	experience sampling probe
33.8680 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.8680 	EXP 	experience sampling probe
33.8845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.8845 	EXP 	experience sampling probe
33.9013 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.9013 	EXP 	experience sampling probe
33.9175 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.9175 	EXP 	experience sampling probe
33.9345 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.9345 	EXP 	experience sampling probe
33.9509 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.9509 	EXP 	experience sampling probe
33.9679 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.9679 	EXP 	experience sampling probe
33.9846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
33.9846 	EXP 	experience sampling probe
34.0012 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.0012 	EXP 	experience sampling probe
34.0180 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.0180 	EXP 	experience sampling probe
34.0345 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.0345 	EXP 	experience sampling probe
34.0510 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.0510 	EXP 	experience sampling probe
34.0680 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.0680 	EXP 	experience sampling probe
34.0845 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.0845 	EXP 	experience sampling probe
34.1014 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.1014 	EXP 	experience sampling probe
34.1178 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.1178 	EXP 	experience sampling probe
34.1345 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.1345 	EXP 	experience sampling probe
34.1513 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.1513 	EXP 	experience sampling probe
34.1677 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.1677 	EXP 	experience sampling probe
34.1846 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.1846 	EXP 	experience sampling probe
34.2011 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.2011 	EXP 	experience sampling probe
34.2176 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.2176 	EXP 	experience sampling probe
34.2348 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.2348 	EXP 	experience sampling probe
34.2365 	DATA 	RatingScale unnamed RatingScale: (timed out: 6.000s) rating=7.999999999999989
34.2517 	EXP 	unnamed TextStim: text = 'The content of my thoughts was:'
34.2517 	EXP 	experience sampling probe
34.2528 	EXP 	window1: mouseVisible = False
34.2694 	EXP 	Created unnamed RatingScale = RatingScale(__class__=type(...), acceptKeys=['3'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=UNKNOWN, autoLog=True, choices=False, colorSpace=UNKNOWN, depth=0, disappear=True, flipVert=False, high=10, kwargs=UNKNOWN, labels=list(...), leftKeys=['2'], lineColor='#3355FF', low=0, marker=ShapeStim(...), markerColor='red', markerExpansion=UNKNOWN, markerStart=5.0, maxTime=6.0, minTime=0.4, mouseOnly=False, name='unnamed RatingScale', noMouse=True, pos=[0.0, -0.4], precision=10, respKeys=[], rightKeys=['4'], scale=None, self=UNKNOWN, showAccept=False, showValue=False, singleClick=False, size=0.6, skipKeys=['tab'], stretch=2.5, textColor='black', textFont='Helvetica Bold', textSize=0.09000000000000001, tickHeight=1, tickMarks=10.0, win=Window(...))
34.2750 	EXP 	unnamed RatingScale: flipVert = False
34.2750 	EXP 	unnamed RatingScale: autoLog = True
34.2750 	EXP 	fixation cross
